package.name	keep	about.dev_url	about.home	about.license	about.summary	build.number	build.run_exports	extra.additional-platforms	extra.identifiers	extra.recipe-maintainers	package.version	requirements.build	source.patches	source.sha256	source.url	test.commands	about.licence_file	about.license_family	build.entry_points	build.noarch	build.script	requirements.host	requirements.run	test.imports	test.requires	about.doc_url	about.license_file	about.description	build.skip	about.recipe-maintainers	build.merge_build_host	about.doc_source_url	test.source_files	build.rpaths	test.import	extra.skip-lints	source.md5	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	extra.container.extended-base	extra.notes	source	test.files	extra.identifies	source.folder	build.script_env	extra.autobump.enable	extra.authors	build.ignore_run_exports	extra.recipe_maintainers	about.notes	extra.watch	build.no_link	identifiers	extra.documentation	extra.maintainers	build.has_prefix_files	build.binary_relocation	about.extra.recipe-maintainers	requirements.run_constrained	outputs	extra.additional notes identifiers	extra.recipe-maintainer	source.git_rev	source.git_url	extra.doi	about.license_url	about.licence_family	extra.watch.enable	about.licence_url
bioconductor-planttfhunter	False		https://bioconductor.org/packages/3.22/bioc/html/planttfhunter.html	GPL-3	Identification and classification of plant transcription factors	0					1.10.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/planttfhunter_1.10.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/planttfhunter/planttfhunter_1.10.0.tar.gz', 'https://bioarchive.galaxyproject.org/planttfhunter_1.10.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-planttfhunter/bioconductor-planttfhunter_1.10.0_src_all.tar.gz']	"['$R -e ""library(\'planttfhunter\')""']"				generic		['bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-summarizedexperiment >=1.40.0,<1.41.0', 'r-base']	['bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-summarizedexperiment >=1.40.0,<1.41.0', 'r-base']				/lib/R/share/licenses/GPL-3	planttfhunter is used to identify plant transcription factors (TFs) from protein sequence data and classify them into families and subfamilies using the classification scheme implemented in PlantTFDB. TFs are identified using pre-built hidden Markov model profiles for DNA-binding domains. Then, auxiliary and forbidden domains are used with DNA-binding domains to classify TFs into families and subfamilies (when applicable). Currently, TFs can be classified in 58 different TF families/subfamilies.						['lib/R/lib/', 'lib/']			183821066a7ce8bc2ab5b9d51064f097																																		
bioconductor-plsdabatch	False		https://bioconductor.org/packages/3.22/bioc/html/PLSDAbatch.html	GPL-3	PLSDA-batch	0					1.6.0	[None, None, None, None, None, 'xorg-libxfixes']			['https://bioconductor.org/packages/3.22/bioc/src/contrib/PLSDAbatch_1.6.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/PLSDAbatch/PLSDAbatch_1.6.0.tar.gz', 'https://bioarchive.galaxyproject.org/PLSDAbatch_1.6.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-plsdabatch/bioconductor-plsdabatch_1.6.0_src_all.tar.gz']	"['LD_LIBRARY_PATH=""${BUILD_PREFIX}/x86_64-conda-linux-gnu/sysroot/usr/lib64:${BUILD_PREFIX}/lib"" $R -e ""library(\'PLSDAbatch\')""']"				generic		['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-biocstyle >=2.38.0,<2.39.0', 'bioconductor-mixomics >=6.34.0,<6.35.0', 'bioconductor-treesummarizedexperiment >=2.18.0,<2.19.0', 'r-base', 'r-ggplot2', 'r-ggpubr', 'r-gridextra', 'r-lmertest', 'r-performance', 'r-pheatmap', 'r-rdpack', 'r-scales', 'r-vegan']	['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-biocstyle >=2.38.0,<2.39.0', 'bioconductor-mixomics >=6.34.0,<6.35.0', 'bioconductor-treesummarizedexperiment >=2.18.0,<2.19.0', 'r-base', 'r-ggplot2', 'r-ggpubr', 'r-gridextra', 'r-lmertest', 'r-performance', 'r-pheatmap', 'r-rdpack', 'r-scales', 'r-vegan']				/lib/R/share/licenses/GPL-3	A novel framework to correct for batch effects prior to any downstream analysis in microbiome data based on Projection to Latent Structures Discriminant Analysis. The main method is named “PLSDA-batch”. It first estimates treatment and batch variation with latent components, then subtracts batch-associated components from the data whilst preserving biological variation of interest. PLSDA-batch is highly suitable for microbiome data as it is non-parametric, multivariate and allows for ordination and data visualisation. Combined with centered log-ratio transformation for addressing uneven library sizes and compositional structure, PLSDA-batch addresses all characteristics of microbiome data that existing correction methods have ignored so far. Two other variants are proposed for 1/ unbalanced batch x treatment designs that are commonly encountered in studies with small sample sizes, and for 2/ selection of discriminative variables amongst treatment groups to avoid overfitting in classification problems. These two variants have widened the scope of applicability of PLSDA-batch to different data settings.						['lib/R/lib/', 'lib/']			f9ada93dfb0b4bf835599a74c6abc632				True																														
bioconductor-prince	False		https://bioconductor.org/packages/3.22/bioc/html/PrInCE.html	GPL-3 + file LICENSE	Predicting Interactomes from Co-Elution	0					1.26.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/PrInCE_1.26.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/PrInCE/PrInCE_1.26.0.tar.gz', 'https://bioarchive.galaxyproject.org/PrInCE_1.26.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-prince/bioconductor-prince_1.26.0_src_all.tar.gz']	"['$R -e ""library(\'PrInCE\')""']"				generic		['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-msnbase >=2.36.0,<2.37.0', 'r-base', 'r-dplyr >=0.7.4', 'r-forecast >=8.2', 'r-hmisc >=4.0', 'r-liblinear >=2.10-8', 'r-magrittr >=1.5', 'r-naivebayes >=0.9.1', 'r-progress >=1.1.2', 'r-purrr >=0.2.4', 'r-ranger >=0.8.0', 'r-rdpack >=0.7', 'r-robustbase >=0.92-7', 'r-speedglm >=0.3-2', 'r-tester >=0.1.7', 'r-tidyr >=0.8.99']	['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-msnbase >=2.36.0,<2.37.0', 'r-base', 'r-dplyr >=0.7.4', 'r-forecast >=8.2', 'r-hmisc >=4.0', 'r-liblinear >=2.10-8', 'r-magrittr >=1.5', 'r-naivebayes >=0.9.1', 'r-progress >=1.1.2', 'r-purrr >=0.2.4', 'r-ranger >=0.8.0', 'r-rdpack >=0.7', 'r-robustbase >=0.92-7', 'r-speedglm >=0.3-2', 'r-tester >=0.1.7', 'r-tidyr >=0.8.99']				LICENSE	PrInCE (Predicting Interactomes from Co-Elution) uses a naive Bayes classifier trained on dataset-derived features to recover protein-protein interactions from co-elution chromatogram profiles. This package contains the R implementation of PrInCE.						['lib/R/lib/', 'lib/']			92cbc77db45f3776e9ec0d6b1a0ad04d																																		
bioconductor-procoil	False		https://bioconductor.org/packages/3.22/bioc/html/procoil.html	GPL (>= 2)	Prediction of Oligomerization of Coiled Coil Proteins	0			['biotools:procoil']		2.38.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/procoil_2.38.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/procoil/procoil_2.38.0.tar.gz', 'https://bioarchive.galaxyproject.org/procoil_2.38.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-procoil/bioconductor-procoil_2.38.0_src_all.tar.gz']	"['$R -e ""library(\'procoil\')""']"				generic		['bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-kebabs >=1.44.0,<1.45.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'r-base']	['bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-kebabs >=1.44.0,<1.45.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'r-base']				/lib/R/share/licenses/GPL-3	The package allows for predicting whether a coiled coil sequence (amino acid sequence plus heptad register) is more likely to form a dimer or more likely to form a trimer. Additionally to the prediction itself, a prediction profile is computed which allows for determining the strengths to which the individual residues are indicative for either class. Prediction profiles can also be visualized as curves or heatmaps.						['lib/R/lib/', 'lib/']			0fef837ceed077dc5316ea736b1a1c38	bioconductor-procoil	recipes/bioconductor-procoil	2.8.0																															
bioconductor-profileplyr	False		https://bioconductor.org/packages/3.20/bioc/html/profileplyr.html	GPL (>= 3)	Visualization and annotation of read signal over genomic ranges with profileplyr	0					1.22.0				['https://bioconductor.org/packages/3.20/bioc/src/contrib/profileplyr_1.22.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/profileplyr/profileplyr_1.22.0.tar.gz', 'https://bioarchive.galaxyproject.org/profileplyr_1.22.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-profileplyr/bioconductor-profileplyr_1.22.0_src_all.tar.gz']	"['$R -e ""library(\'profileplyr\')""']"				generic		['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-biocparallel >=1.40.0,<1.41.0', 'bioconductor-chipseeker >=1.42.0,<1.43.0', 'bioconductor-complexheatmap >=2.22.0,<2.23.0', 'bioconductor-enrichedheatmap >=1.36.0,<1.37.0', 'bioconductor-genomeinfodb >=1.42.0,<1.43.0', 'bioconductor-genomicfeatures >=1.58.0,<1.59.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-org.hs.eg.db >=3.20.0,<3.21.0', 'bioconductor-org.mm.eg.db >=3.20.0,<3.21.0', 'bioconductor-rgreat >=2.8.0,<2.9.0', 'bioconductor-rsamtools >=2.22.0,<2.23.0', 'bioconductor-rtracklayer >=1.66.0,<1.67.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'bioconductor-soggi >=1.38.0,<1.39.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'bioconductor-txdb.hsapiens.ucsc.hg19.knowngene >=3.2.0,<3.3.0', 'bioconductor-txdb.hsapiens.ucsc.hg38.knowngene >=3.20.0,<3.21.0', 'bioconductor-txdb.mmusculus.ucsc.mm10.knowngene >=3.10.0,<3.11.0', 'bioconductor-txdb.mmusculus.ucsc.mm9.knowngene >=3.2.0,<3.3.0', 'r-base', 'r-circlize', 'r-dplyr', 'r-ggplot2', 'r-magrittr', 'r-pheatmap', 'r-r.utils', 'r-rjson', 'r-rlang', 'r-tidyr', 'r-tiff']	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-biocparallel >=1.40.0,<1.41.0', 'bioconductor-chipseeker >=1.42.0,<1.43.0', 'bioconductor-complexheatmap >=2.22.0,<2.23.0', 'bioconductor-enrichedheatmap >=1.36.0,<1.37.0', 'bioconductor-genomeinfodb >=1.42.0,<1.43.0', 'bioconductor-genomicfeatures >=1.58.0,<1.59.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-org.hs.eg.db >=3.20.0,<3.21.0', 'bioconductor-org.mm.eg.db >=3.20.0,<3.21.0', 'bioconductor-rgreat >=2.8.0,<2.9.0', 'bioconductor-rsamtools >=2.22.0,<2.23.0', 'bioconductor-rtracklayer >=1.66.0,<1.67.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'bioconductor-soggi >=1.38.0,<1.39.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'bioconductor-txdb.hsapiens.ucsc.hg19.knowngene >=3.2.0,<3.3.0', 'bioconductor-txdb.hsapiens.ucsc.hg38.knowngene >=3.20.0,<3.21.0', 'bioconductor-txdb.mmusculus.ucsc.mm10.knowngene >=3.10.0,<3.11.0', 'bioconductor-txdb.mmusculus.ucsc.mm9.knowngene >=3.2.0,<3.3.0', 'r-base', 'r-circlize', 'r-dplyr', 'r-ggplot2', 'r-magrittr', 'r-pheatmap', 'r-r.utils', 'r-rjson', 'r-rlang', 'r-tidyr', 'r-tiff']				/lib/R/share/licenses/GPL-3	Quick and straightforward visualization of read signal over genomic intervals is key for generating hypotheses from sequencing data sets (e.g. ChIP-seq, ATAC-seq, bisulfite/methyl-seq). Many tools both inside and outside of R and Bioconductor are available to explore these types of data, and they typically start with a bigWig or BAM file and end with some representation of the signal (e.g. heatmap). profileplyr leverages many Bioconductor tools to allow for both flexibility and additional functionality in workflows that end with visualization of the read signal.						['lib/R/lib/', 'lib/']			338eed59007c3609827942b0a50b4311																																		
bioconductor-profilescoredist	False		https://bioconductor.org/packages/3.22/bioc/html/profileScoreDist.html	MIT + file LICENSE	Profile score distributions	0					1.38.0	[None, None, 'make']			['https://bioconductor.org/packages/3.22/bioc/src/contrib/profileScoreDist_1.38.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/profileScoreDist/profileScoreDist_1.38.0.tar.gz', 'https://bioarchive.galaxyproject.org/profileScoreDist_1.38.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-profilescoredist/bioconductor-profilescoredist_1.38.0_src_all.tar.gz']	"['$R -e ""library(\'profileScoreDist\')""']"						['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'r-base', 'r-rcpp', 'libblas', 'liblapack', 'zlib', 'liblzma-devel']	['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'r-base', 'r-rcpp']				LICENSE	Regularization and score distributions for position count matrices.						['lib/R/lib/', 'lib/']			5b0b8cf1a1e302147d07a765a48d6959																																		
bioconductor-proteinprofiles	False		https://bioconductor.org/packages/3.22/bioc/html/proteinProfiles.html	GPL-3	Protein Profiling	0					1.50.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/proteinProfiles_1.50.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/proteinProfiles/proteinProfiles_1.50.0.tar.gz', 'https://bioarchive.galaxyproject.org/proteinProfiles_1.50.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-proteinprofiles/bioconductor-proteinprofiles_1.50.0_src_all.tar.gz']	"['$R -e ""library(\'proteinProfiles\')""']"				generic		['r-base']	['r-base']				/lib/R/share/licenses/GPL-3	Significance assessment for distance measures of time-course protein profiles						['lib/R/lib/', 'lib/']			a5a059eef8570cccaf6e3a815ddd0f72																																		
bioconductor-qsutils	False		https://bioconductor.org/packages/3.22/bioc/html/QSutils.html	GPL-2	Quasispecies Diversity	0					1.28.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/QSutils_1.28.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/QSutils/QSutils_1.28.0.tar.gz', 'https://bioarchive.galaxyproject.org/QSutils_1.28.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-qsutils/bioconductor-qsutils_1.28.0_src_all.tar.gz']	"['$R -e ""library(\'QSutils\')""']"				generic		['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-pwalign >=1.6.0,<1.7.0', 'r-ape', 'r-base', 'r-psych']	['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-pwalign >=1.6.0,<1.7.0', 'r-ape', 'r-base', 'r-psych']				/lib/R/share/licenses/GPL-2	Set of utility functions for viral quasispecies analysis with NGS data. Most functions are equally useful for metagenomic studies. There are three main types: (1) data manipulation and exploration—functions useful for converting reads to haplotypes and frequencies, repairing reads, intersecting strand haplotypes, and visualizing haplotype alignments. (2) diversity indices—functions to compute diversity and entropy, in which incidence, abundance, and functional indices are considered. (3) data simulation—functions useful for generating random viral quasispecies data.						['lib/R/lib/', 'lib/']			af9f9d82e839575b8c88984bb79b0baf																																		
bioconductor-ramr	False		https://bioconductor.org/packages/3.22/bioc/html/ramr.html	Artistic-2.0	Detection of Rare Aberrantly Methylated Regions in Array and NGS Data	1					1.18.0	[None, None, 'make']			['https://bioconductor.org/packages/3.22/bioc/src/contrib/ramr_1.18.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/ramr/ramr_1.18.0.tar.gz', 'https://bioarchive.galaxyproject.org/ramr_1.18.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-ramr/bioconductor-ramr_1.18.0_src_all.tar.gz']	"['$R -e ""library(\'ramr\')""']"						['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'r-base', 'r-data.table', 'r-rcpp', 'libblas', 'liblapack', 'zlib', 'liblzma-devel']	['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqinfo >=1.0.0,<1.1.0', 'r-base', 'r-data.table', 'r-rcpp']					ramr is an R package for detection of epimutations (i.e., infrequent aberrant DNA methylation events) in large data sets obtained by methylation profiling using array or high-throughput methylation sequencing. In addition, package provides functions to visualize found aberrantly methylated regions (AMRs), to generate sets of all possible regions to be used as reference sets for enrichment analysis, and to generate biologically relevant test data sets for performance evaluation of AMR/DMR search algorithms.						['lib/R/lib/', 'lib/']			3da04f4c08004ed3f0f6344bbf731dad																																		
bioconductor-rbec	False		https://bioconductor.org/packages/3.22/bioc/html/Rbec.html	LGPL-3	Rbec: a tool for analysis of amplicon sequencing data from synthetic microbial communities	0					1.18.0	[None, None, 'make']			['https://bioconductor.org/packages/3.22/bioc/src/contrib/Rbec_1.18.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/Rbec/Rbec_1.18.0.tar.gz', 'https://bioarchive.galaxyproject.org/Rbec_1.18.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-rbec/bioconductor-rbec_1.18.0_src_all.tar.gz']	"['$R -e ""library(\'Rbec\')""']"						['bioconductor-dada2 >=1.38.0,<1.39.0', 'r-base', 'r-doparallel', 'r-foreach', 'r-ggplot2', 'r-rcpp >=1.0.6', 'r-readr', 'libblas', 'liblapack', 'zlib', 'liblzma-devel']	['bioconductor-dada2 >=1.38.0,<1.39.0', 'r-base', 'r-doparallel', 'r-foreach', 'r-ggplot2', 'r-rcpp >=1.0.6', 'r-readr']				/lib/R/share/licenses/LGPL-3	Rbec is a adapted version of DADA2 for analyzing amplicon sequencing data from synthetic communities (SynComs), where the reference sequences for each strain exists. Rbec can not only accurately profile the microbial compositions in SynComs, but also predict the contaminants in SynCom samples.						['lib/R/lib/', 'lib/']			56feddea179b5bf9437b21b7a66095fa																																		
bioconductor-rcas	False		https://bioconductor.org/packages/3.22/bioc/html/RCAS.html	Artistic-2.0	RNA Centric Annotation System	0			['biotools:rcas']		1.36.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/RCAS_1.36.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/RCAS/RCAS_1.36.0.tar.gz', 'https://bioarchive.galaxyproject.org/RCAS_1.36.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-rcas/bioconductor-rcas_1.36.0_src_all.tar.gz']	"['$R -e ""library(\'RCAS\')""']"				generic		['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-bsgenome >=1.78.0,<1.79.0', 'bioconductor-bsgenome.hsapiens.ucsc.hg19 >=1.4.0,<1.5.0', 'bioconductor-genomation >=1.42.0,<1.43.0', 'bioconductor-genomeinfodb >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqlogo >=1.76.0,<1.77.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'r-base', 'r-cowplot', 'r-data.table', 'r-dt >=0.2', 'r-ggplot2', 'r-gprofiler2', 'r-knitr >=1.12.3', 'r-pbapply', 'r-pheatmap', 'r-plotly >=4.5.2', 'r-plotrix', 'r-proxy', 'r-ranger', 'r-rmarkdown >=0.9.5', 'r-rsqlite', 'pandoc >=1.12.3']	['bioconductor-biocgenerics >=0.56.0,<0.57.0', 'bioconductor-biostrings >=2.78.0,<2.79.0', 'bioconductor-bsgenome >=1.78.0,<1.79.0', 'bioconductor-bsgenome.hsapiens.ucsc.hg19 >=1.4.0,<1.5.0', 'bioconductor-genomation >=1.42.0,<1.43.0', 'bioconductor-genomeinfodb >=1.46.0,<1.47.0', 'bioconductor-genomicfeatures >=1.62.0,<1.63.0', 'bioconductor-genomicranges >=1.62.0,<1.63.0', 'bioconductor-iranges >=2.44.0,<2.45.0', 'bioconductor-rtracklayer >=1.70.0,<1.71.0', 'bioconductor-s4vectors >=0.48.0,<0.49.0', 'bioconductor-seqlogo >=1.76.0,<1.77.0', 'bioconductor-txdbmaker >=1.6.0,<1.7.0', 'r-base', 'r-cowplot', 'r-data.table', 'r-dt >=0.2', 'r-ggplot2', 'r-gprofiler2', 'r-knitr >=1.12.3', 'r-pbapply', 'r-pheatmap', 'r-plotly >=4.5.2', 'r-plotrix', 'r-proxy', 'r-ranger', 'r-rmarkdown >=0.9.5', 'r-rsqlite', 'pandoc >=1.12.3']					RCAS is an R/Bioconductor package designed as a generic reporting tool for the functional analysis of transcriptome-wide regions of interest detected by high-throughput experiments. Such transcriptomic regions could be, for instance, signal peaks detected by CLIP-Seq analysis for protein-RNA interaction sites, RNA modification sites (alias the epitranscriptome), CAGE-tag locations, or any other collection of query regions at the level of the transcriptome. RCAS produces in-depth annotation summaries and coverage profiles based on the distribution of the query regions with respect to transcript features (exons, introns, 5'/3' UTR regions, exon-intron boundaries, promoter regions). Moreover, RCAS can carry out functional enrichment analyses and discriminative motif discovery.						['lib/R/lib/', 'lib/']			7e831ff3c3282c2cba8a734e22f7aa58	bioconductor-rcas	recipes/bioconductor-rcas	1.6.0																															
bioconductor-rcellminer	False		https://bioconductor.org/packages/3.22/bioc/html/rcellminer.html	LGPL-3 + file LICENSE	rcellminer: Molecular Profiles, Drug Response, and Chemical Structures for the NCI-60 Cell Lines	0					2.32.0				['https://bioconductor.org/packages/3.22/bioc/src/contrib/rcellminer_2.32.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/rcellminer/rcellminer_2.32.0.tar.gz', 'https://bioarchive.galaxyproject.org/rcellminer_2.32.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-rcellminer/bioconductor-rcellminer_2.32.0_src_all.tar.gz']	"['$R -e ""library(\'rcellminer\')""']"				generic		['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-rcellminerdata >=2.32.0,<2.33.0', 'r-base', 'r-ggplot2', 'r-gplots', 'r-shiny', 'r-stringr']	['bioconductor-biobase >=2.70.0,<2.71.0', 'bioconductor-rcellminerdata >=2.32.0,<2.33.0', 'r-base', 'r-ggplot2', 'r-gplots', 'r-shiny', 'r-stringr']				LICENSE	The NCI-60 cancer cell line panel has been used over the course of several decades as an anti-cancer drug screen. This panel was developed as part of the Developmental Therapeutics Program (DTP, http://dtp.nci.nih.gov/) of the U.S. National Cancer Institute (NCI). Thousands of compounds have been tested on the NCI-60, which have been extensively characterized by many platforms for gene and protein expression, copy number, mutation, and others (Reinhold, et al., 2012). The purpose of the CellMiner project (http://discover.nci.nih.gov/ cellminer) has been to integrate data from multiple platforms used to analyze the NCI-60 and to provide a powerful suite of tools for exploration of NCI-60 data.						['lib/R/lib/', 'lib/']			981f8901bae57bbdabca787b82e6a012																																		
bioconductor-rcellminerdata	False		https://bioconductor.org/packages/3.22/data/experiment/html/rcellminerData.html	LGPL-3 + file LICENSE	rcellminerData: Molecular Profiles and Drug Response for the NCI-60 Cell Lines	0					2.32.0				['https://bioconductor.org/packages/3.22/data/experiment/src/contrib/rcellminerData_2.32.0.tar.gz', 'https://bioconductor.org/packages/3.22/bioc/src/contrib/Archive/rcellminerData/rcellminerData_2.32.0.tar.gz', 'https://bioarchive.galaxyproject.org/rcellminerData_2.32.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-rcellminerdata/bioconductor-rcellminerdata_2.32.0_src_all.tar.gz']	"['$R -e ""library(\'rcellminerData\')""']"				generic		['bioconductor-biobase >=2.70.0,<2.71.0', 'r-base']	['bioconductor-biobase >=2.70.0,<2.71.0', 'r-base', 'curl', 'bioconductor-data-packages >=20260207']				LICENSE	The NCI-60 cancer cell line panel has been used over the course of several decades as an anti-cancer drug screen. This panel was developed as part of the Developmental Therapeutics Program (DTP, http://dtp.nci.nih.gov/) of the U.S. National Cancer Institute (NCI). Thousands of compounds have been tested on the NCI-60, which have been extensively characterized by many platforms for gene and protein expression, copy number, mutation, and others (Reinhold, et al., 2012). The purpose of the CellMiner project (http://discover.nci.nih.gov/ cellminer) has been to integrate data from multiple platforms used to analyze the NCI-60 and to provide a powerful suite of tools for exploration of NCI-60 data.						['lib/R/lib/', 'lib/']			9ff1420eae7c52f33db08f120ffcf97b																																		
