package.name	keep	about.dev_url	about.home	about.license	about.summary	build.number	build.run_exports	extra.additional-platforms	extra.identifiers	extra.recipe-maintainers	package.version	requirements.build	source.patches	source.sha256	source.url	test.commands	about.licence_file	about.license_family	build.entry_points	build.noarch	build.script	requirements.host	requirements.run	test.imports	test.requires	about.doc_url	about.license_file	about.description	build.skip	about.recipe-maintainers	build.merge_build_host	about.doc_source_url	test.source_files	build.rpaths	test.import	extra.skip-lints	source.md5	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	extra.container.extended-base	extra.notes	source	test.files	extra.identifies	source.folder	build.script_env	extra.autobump.enable	extra.authors	build.ignore_run_exports	extra.recipe_maintainers	about.notes	extra.watch	build.no_link	identifiers	extra.documentation	extra.maintainers	build.has_prefix_files	build.binary_relocation	about.extra.recipe-maintainers	requirements.run_constrained	outputs	extra.additional notes identifiers	extra.recipe-maintainer	source.git_rev	source.git_url	extra.doi	about.license_url	about.licence_family	extra.watch.enable	about.licence_url
marbel	False		https://github.com/jlab/marbel	Apache-2.0	Marbel generates realistic in silico metatranscriptomic dataset based on specified parameters.	0	[None]				0.2.4	['python', 'hatchling']				['marbel --help']				python			['python', 'arviz', 'pymc', 'typer', 'biopython', 'pyarrow', 'typing-extensions', 'pandas', 'ete4', 'progress', 'joblib', 'polars', 'pysam', 'requests', 'threadpoolctl']																				[{'sha256': '1354d6c015c4828fd2d702d7fc9fb2f3e20f6e9f2d54aaa38abbc9cb6b1fce04', 'url': 'https://github.com/jlab/marbel/archive/refs/tags/v0.2.4.tar.gz'}, {'folder': 'marbeldep/', 'sha256': '75d0a0074634ceb1c1ab860c006077809ff2dbe94adf92e68a08676ccfa83a8d', 'url': 'https://github.com/jlab/InSilicoSeq/archive/refs/tags/v0.1.2.marbeldep.tar.gz'}]																												
marker-magu	False	https://github.com/cmmr/Marker-MAGu	https://github.com/cmmr/Marker-MAGu	MIT	Marker-MAGu: Trans-Kingdom Marker Gene Pipeline for Taxonomic Profiling of Human Metagenomes	1	[None]			['mtisza1']	0.4.0			78c638aab2f34a1e6c81edd3e6654c192d4c894d49630d4412a55a5350939196	https://github.com/cmmr/marker-magu/archive/v0.4.0.tar.gz	['markermagu --version']			['markermagu = markermagu.markermagu:markermagu']	python	['-m pip install . --no-deps -vv']	['pip >=23.0', 'python >=3.8,<3.11']	['python >=3.8,<3.11', 'minimap2 >=2.21', 'python-dashing', 'bwa-mem2 >=2.2.1', 'samtools >=1.9', 'fastani >=1.3', 'coverm >=0.7.0', 'seqkit >=2.4.0', 'fastp >=0.23.2', 'r-dplyr', 'r-data.table', 'r-base', 'r-stringr', 'coreutils']				LICENSE																																												
markermag	False		https://pypi.org/project/MarkerMAG/	AGPL-3.0	linking MAGs with 16S rRNA marker genes	0				['songweizhi']	1.1.28			b0595dbfd13a3e34e9c761e1c6c2b54af2be7eae78a973dddefb6cf49a6a4097	https://pypi.io/packages/source/M/MarkerMAG/MarkerMAG-1.1.28.tar.gz	['pip check']				python	-m pip install --no-deps --ignore-installed .	['pip', 'python']	['biopython', 'matplotlib-base', 'numpy', 'pandas', 'plotly', 'python', 'seaborn', 'setuptools', 'blast', 'barrnap', 'seqtk', 'bowtie2', 'samtools', 'hmmer', 'spades']	['MarkerMAG', 'MarkerMAG.vxtractor']	['pip']		LICENSE.txt																																												
marti	False		https://github.com/richardmleggett/MARTi	MIT	Metagenomic Analysis in Real Time	0	[None]				0.9.33			ecd0756a9746a778795ee03ecd066fd86f9fb7ad532d8149712530e8fbab702d	https://github.com/richardmleggett/MARTi/archive/refs/tags/v0.9.33.tar.gz	['marti -h']		MIT		generic		['nodejs >=14.17.5']	['blast >=2.12', 'openjdk >=16.0.2', 'nodejs >=14.17.5']			https://marti.readthedocs.io		MARTi is a software package designed for performing real-time analysis of metagenomic samples using nanopore sequencing.If you’re not working in real-time, MARTi may still be a quick and easy analysis solution for you. And if you’re not using nanopore sequencing, you may still benefit from using MARTi to analyse your data.																																											
marvd2	False		https://bitbucket.org/MAVERICLab/marvd2	GPL-3.0-only	Metagenomic Archaeal Virus Detector 2	0					0.11.9			2fc6fc75dac1b7a7790eeae4a7fc3363344e48b0441e58286beef7acfd3b80e7	https://bitbucket.org/MAVERICLab/marvd2/get/0.11.9.tar.gz	['MArVD2.py --help']		GPL		python	 -m pip install --no-deps --ignore-installed .	['pip', 'python >=3.9,<3.10.0a0']	['python >=3.9,<3.10.0a0', 'ete3 >=3.1.2', 'biopython ==1.80', 'psutil >=5.9.4', 'swifter >=1.3.4', 'joblib >=1.2.0', 'matplotlib-base >=3.4.3', 'numpy >=1.23.5,<2.0a0', 'pandas >=1.5.2', 'scikit-learn >=1.1.2', 'scipy >=1.10.0', 'prodigal ==2.6.3', 'hmmer >=3.3.2', 'mmseqs2 >=13.45111']			https://bitbucket.org/MAVERICLab/marvd2/src/master/README.md	LICENSE																																												
marvel	False		http://github.com/quadram-institute-bioscience/marvel/	GPL3	MARVEL: Metagenomic Analyses and Retrieval of Viral Elements 	4					0.2			ffa35a18b1e464c99667488e2134cfa119a128c09f20f8968ef354c02e6914d5	https://github.com/quadram-institute-bioscience/marvel/archive/v0.2.tar.gz	['marvel --help']				generic		['python =>3.6']	['prokka', 'scikit-learn', 'numpy', 'scipy', 'biopython']																																		['telatin']														
mastrspy	False		https://github.com/DP-Genome/MaSTRspy	MIT	GUI-based pipeline for forensic STR profiling from nanopore and long-read sequencing data	0	[None]			['MalsLabs']	1.1.0			29209b208dcb09a937cf572e4bd6478bdf517176a5e219825479723899aba9b8	https://github.com/DP-Genome/MaSTRspy/archive/refs/tags/v1.1.0.tar.gz	['mastrspy --help']			['mastrspy = main:main']	python	-m pip install . -vv --no-deps --no-build-isolation	['python >=3.9', 'pip', 'hatchling']	['python >=3.9', 'samtools >=1.19', 'bedtools >=2.31', 'minimap2 >=2.26', 'r-base >=4.3', 'r-ggplot2', 'r-viridis', 'r-png', 'pyside6 >=6.5', 'pysam >=0.21', 'matplotlib-base >=3.7']				LICENSE																																												
maxbin2	False	https://sourceforge.net/projects/maxbin	https://sourceforge.net/projects/maxbin	BSD-3-Clause	MaxBin is software for binning assembled metagenomic sequences based on an Expectation-Maximization algorithm.	8	[None]	['linux-aarch64', 'osx-arm64']	['doi:10.1186/2049-2618-2-26', 'doi:10.1093/bioinformatics/btv638']	['colinbrislawn', 'keuv-grvl', 'silask']	2.2.7	['make', None, None, 'pkg-config']	['makefile.patch']	cb6429e857280c2b75823c8cd55058ed169c93bc707a46bde0c4383f2bffe09e	https://sourceforge.net/projects/maxbin2/files/MaxBin-2.2.7.tar.gz	['run_MaxBin.pl']		BSD					['fraggenescan >=1.30', 'bowtie2', 'hmmer', 'idba', 'perl', 'perl-libwww-perl', 'r-base', 'r-gplots', 'tar']																																																
mdmcleaner	False		https://github.com/KIT-IBG-5/mdmcleaner	GPL-3.0	A pipeline for the assessment, classification and refinement of microbial dark matter SAGs and MAGs	0					0.8.7			3ecec639ff02020e25a6beb5e09ba680659c22de10f0cf7e38a8d2709846b431	https://pypi.io/packages/source/m/mdmcleaner/mdmcleaner-0.8.7.tar.gz	['pip check', 'mdmcleaner --help']			['mdmcleaner=mdmcleaner.mdmcleaner:main']	python	-m pip install . -vv	['pip', 'python']	['wget >=1.19', 'python >=3.7', 'biopython >=1.78', 'numpy >=1.19.2', 'blast >=2.10', 'diamond >=2.0.6', 'hmmer >=3.3.1', 'barrnap >=0.9', 'aragorn >=1.2.38', 'prodigal >=2.6.3']	['mdmcleaner']	['pip']		LICENSE																																												
megagta	False		https://github.com/HKU-BAL/megagta	GNU General Public License v3 (GPLv3	HMM-guided metagenomic gene-targeted assembler using iterative de Bruijn graphs	2					0.1_alpha	['make', 'automake', 'autoconf', 'm4', None]		0c4361a15002798117011c58186d2e3b88119de46742ee9cd10bd9c8594b69d3	https://github.com/HKU-BAL/megagta/releases/download/v0.1-alpha/megagta-v0.1alpha-src.tar.gz	['megagta.py -v > /dev/null']						['zlib', 'ant']	['zlib', 'python >=2.7,<3', 'hmmer >=3.1b2']		['python >=2.7,<3']				True																																										
megahit	False	https://github.com/voutcn/megahit	https://github.com/voutcn/megahit	GPL-3.0-or-later	MEGAHIT: An ultra-fast single-node solution for large and complex metagenomics assembly via succinct de Bruijn graph.	8	[None]	['linux-aarch64', 'osx-arm64']	['biotools:megahit', 'usegalaxy-eu:megahit', 'usegalaxy-eu:megahit_contig2fastg', 'doi:10.1093/bioinformatics/btv033', 'doi:10.1016/j.ymeth.2016.02.020']		1.2.9	['ninja', 'cmake <4', None, 'pkg-config']	['0001-master.patch', 'linux-aarch64-support-pr-368.patch', 'gcc-13-support-pr-366.patch']	09026eb07cc4e2d24f58b0a13f7a826ae8bb73da735a47cb1cbe6e4693118852	https://github.com/voutcn/megahit/archive/v1.2.9.tar.gz	"['test -x ${PREFIX}/bin/megahit', 'megahit --test --kmin-1pass || (echo ""error log:"" && cat /tmp/megahit_test_*/log && exit 1)']"		GPL3				['zlib', 'bzip2', 'libgomp', 'llvm-openmp']	['libgomp', 'llvm-openmp', 'python']			https://github.com/voutcn/megahit/blob/v1.2.9/README.md	LICENSE																																												
megapath	False		https://github.com/HKU-BAL/MegaPath	BSD-3-Clause	Sensitive and rapid pathogen detection	5	[None]				2	['make', None, None, None]		8202bd0002a2acaaf0c84551223d5ba9c3f058e88209324844a3245a6bd9637b	https://github.com/HKU-BAL/MegaPath/archive/refs/tags/v2.tar.gz	['bedtools -h']						['zlib', 'boost-cpp']	['python =3.6', 'bedtools', 'samtools =1.10', 'megahit =1.1', 'seqtk', 'parallel =20191122', 'pypy3.6', 'bwa =0.7.12', 'pysam =0.16.0.1', 'pandas', 'gatk4', 'minimap2']				LICENSE	"MegaPath: sensitive and rapid pathogen detection using metagenomic NGS data; MegaPath-Amplicon: filtering module for metagenomic amplicon data
"	True																																										
melon	False		https://github.com/xinehc/melon	MIT	Melon: metagenomic long-read-based taxonomic identification and quantification using marker genes	0	[None]			['xinehc']	0.3.0			bcf85368c6f19288eceef373b1c27410c1730033d0194d061c6e89acf09733df	https://github.com/xinehc/melon/archive/refs/tags/v0.3.0.tar.gz	['melon -h']		MIT		python	 -m pip install . --no-deps --ignore-installed --no-cache-dir -vvv	['pip', 'setuptools', 'python >=3.7']	['python >=3.7', 'diamond >=2.1.8', 'minimap2 >=2.26', 'kraken2', 'seqkit', 'numpy', 'scipy', 'tqdm', 'rich-argparse']	['melon']																																															
mess	False	https://github.com/metagenlab/MeSS	https://github.com/metagenlab/MeSS	MIT	Snakemake pipeline for simulating shotgun metagenomic samples	0	[None]		['biotools:mess']	['farchaab', 'tpillone']	0.12.0			f67f5513f6338a5e25c4d63df8c6e864c26652fbeac0d721780ed6f973dbe595	https://github.com/metagenlab/MeSS/archive/refs/tags/v0.12.0.tar.gz	['mess -h', 'mess -v']		MIT	['mess=mess.__main__:main']	python	-m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	['python >=3.11', 'pip', 'setuptools']	['python >=3.11', 'apptainer >=1.3.2', 'snakemake-minimal >=8.0.0,<=8.24.1', 'snaketool-utils >=0.0.5', 'attrmap >=0.0.7', 'pandas >=2.2.3', 'biopython >=1.83', 'rich-click >=1.8.3']			https://metagenlab.github.io/MeSS	LICENSE														True																														
meta-apo	False		https://github.com/qibebt-bioinfo/meta-apo	GPL3	Meta-Apo improves accuracy of 16S-amplicon-based prediction of microbiome function	7			['doi:10.1186/s12864-020-07307-1']		1.1	['make', None]				['meta-apo-train -h', 'meta-apo-calibrate -h']											LICENSE																[{'sha256': '77ba046e1d99c476f42fac2a85745f8d16bdfc5ed368499f7583717ed3e5b978', 'url': 'https://github.com/qibebt-bioinfo/meta-apo/archive/refs/tags/v1.1.tar.gz'}, {'sha256': '4ab5753da65b5a31c9808f8301d26c3f9629fd710ea3e931a71c8bcb37708339', 'url': 'http://bioinfo.single-cell.cn/Released_Software/meta-apo/conda_test.tar.gz'}]																												
meta-sparse	False		https://github.com/zheminzhou/SPARSE/	GNU General Public License v3 (GPLv3)	SPARSE indexes reference genomes in public databases into hierarchical clusters and uses it to predict origins of metagenomic reads.	4					0.1.12	[None]		6d5275c499a3b14ab4cd477f9ec4ba0744a38764a81342ef87c6c0199fb83580	https://files.pythonhosted.org/packages/ff/d6/2d8f4caac92bc100859cf0725649fbbbb6822cfe346944b595665bbf4c71/meta-sparse-0.1.12.tar.gz	['sparse', 'sparse init -h']		GPL3	['sparse = SPARSE.SPARSE:SPARSE']		-m pip install . --ignore-installed --no-deps -vv	['python', 'pip', 'cython']	['python', 'pycapnp', 'numpy', 'pandas', 'scipy', 'msgpack-python', 'samtools', 'bowtie2', 'mash']	['SPARSE']					True																																										
meta_eukaryome_detect	False	https://github.com/grp-bork/meta_eukaryome_detect	https://github.com/grp-bork/meta_eukaryome_detect	MIT License	Pathogen, Parasite, Eukaryote and Virus detection in metagenomes.	0				['fullama']	0.1.1			0199ad179d36d3683b8122f41b1e5db6c5d7d94324c3fe5187d576fafdfa2cdc	https://pypi.io/packages/source/m/meta_eukaryome_detect/meta_eukaryome_detect-0.1.1.tar.gz	['meta_eukaryome_detect --help']		MIT	['meta_eukaryome_detect = meta_eukaryome_detect.meta_eukaryome_detect:main']	python	 -m pip install . -vv --ignore-installed --no-deps	['pip', 'python >=3.11', 'poetry']	['ngless', 'samtools', 'pandas >=2.0', 'requests']	['meta_eukaryome_detect']		https://grp-bork.embl-community.io/grp-microbiome-astrology/meta_eukaryome_detect/	LICENSE																																												
metaamrplus	False		https://github.com/migshaw03/MetaAMRplus	MIT	MetaAMRplus: AMR + metal resistance + colocalisation analysis	1	[None]			['migshaw03']	1.5.1	['coreutils']		5ae9181e0eb5b64e929e4980bbef47c7aec7e2c81ae8bfda1d5a3e072b4f89ec	https://github.com/migshaw03/MetaAMRplus/archive/refs/tags/v1.5.1.tar.gz	['metaamrplus --help']				generic	"set -euo pipefail

mkdir -p ""$PREFIX/bin""
mkdir -p ""$PREFIX/share/metaamrplus/db""

install -m 755 ""$SRC_DIR/bin/metaamrplus"" ""$PREFIX/bin/metaamrplus""
install -m 755 ""$SRC_DIR/bin/metaamrplus_batch"" ""$PREFIX/bin/metaamrplus_batch""

if [[ -f ""$SRC_DIR/bin/metaamrplus-download-db"" ]]; then
  install -m 755 ""$SRC_DIR/bin/metaamrplus-download-db"" ""$PREFIX/bin/metaamrplus-download-db""
fi

install -m 755 ""$SRC_DIR/bin/annotate_metaamrplus.py"" \
  ""$PREFIX/bin/annotate_metaamrplus.py""

DB_DIR=""$SRC_DIR/db""

cp ""$DB_DIR""/MetaAMRplus_DB_v1.0.* ""$PREFIX/share/metaamrplus/db/"" || true

if [[ -f ""$DB_DIR/MetaAMRplus_v1.0.idmap.tsv"" ]]; then
  cp ""$DB_DIR/MetaAMRplus_v1.0.idmap.tsv"" ""$PREFIX/share/metaamrplus/db/""
fi
"	['python >=3.8']	['python >=3.8', 'coreutils', 'gawk', 'blast >=2.14', 'prodigal']					MetaAMRplus is a command-line tool for detecting antimicrobial resistance genes, metal/biocide resistance genes, and their genomic colocalisation.																																											
metabat2	False	https://bitbucket.org/berkeleylab/metabat	https://bitbucket.org/berkeleylab/metabat	BSD-3-Clause-LBNL	Metagenome binning.	0	[None]	['linux-aarch64', 'osx-arm64']	['doi:10.7717/peerj.1165', 'biotools:MetaBAT_2', 'usegalaxy-eu:metabat2']		2.18_23_gc869c52	[None, None, None, 'cmake', 'make', 'autoconf', 'automake', 'libtool', 'pkg-config']				['metabat2 -h', 'metabat1 -h', 'jgi_summarize_bam_contig_depths -h', 'contigOverlaps -h']		BSD				['zlib', 'htslib', 'boost-cpp', 'libdeflate', 'llvm-openmp', 'libgomp']	['perl', 'boost-cpp', 'llvm-openmp', 'libgomp']			https://bitbucket.org/berkeleylab/metabat/src/v2.18/README.md	license.txt		True														[{'patches': ['cmake.patch', 'cmake-htslib.patch'], 'sha256': 'ab4a4df1a4af3ce315317318a53b242e4f91d03e9ffe356279a69dd5df4d7e3c', 'url': 'https://bitbucket.org/berkeleylab/metabat/get/c869c524d0f1.zip'}]																												
metabinkit	False	https://github.com/envmetagen/metabinkit	https://github.com/envmetagen/metabinkit	GPL-3	Set of programs to perform taxonomic binning.	3			['biotools:metabinkit', 'doi:10.5281/zenodo.3855032']	['nuno.fonseca']	0.2.3	[None, 'wget']		fba5623f9d769ef672e2663964dd4ea8397759f5b1a17dbd86290874fc8ef9e2	https://github.com/envmetagen/metabinkit/archive/0.2.3.tar.gz	['metabin --version', 'metabinkit_blast -h', 'metabinkit_blastgendb -h']		GPL				['zlib', 'r-base', 'pcre']	['pcre', 'perl', 'perl-list-moreutils', 'perl-archive-tar', 'perl-json', 'entrez-direct', 'curl', 'zlib', 'taxonkit 0.6.0', 'bzip2', 'r-base', 'r-Matrix', 'r-data.table', 'r-optparse', 'r-stringr', 'blast >=2.9.0']			https://github.com/envmetagen/metabinkit	LICENSE		True																																										
metabinner	False		https://github.com/ziyewang/MetaBinner	BSD	Ensemble binning method to recover individual genomes from complex microbial communities	1	[None]				1.4.4			087a28aeb8fe218a3a2a6dd53b3bc5cad4cf33353fde3eebb8ee992461a99119	https://github.com/ziyewang/MetaBinner/archive/refs/tags/v1.4.4.tar.gz	"[""gen_coverage_file.sh 2> /dev/null | grep 'Usage: bash gen_coverage_file.sh'"", 'which gen_kmer.py', 'Filter_tooshort.py --help', ""run_metabinner.sh 2> /dev/null | grep 'Usage: bash run_metabinner.sh'""]"				generic			['python 3.7.6', 'numpy 1.18.1', 'biolib 0.1.6', 'biopython 1.76', 'bwa 0.7.17', 'click 7.1.2', 'hmmer 3.1b2', 'fraggenescan 1.31', 'pandas 1.0.1', 'pplacer 1.1.alpha19', 'prodigal 2.6.3', 'samtools 1.9', 'scikit-learn 0.22.1', 'scipy 1.4.1', 'checkm-genome 1.1.3']																																																
metabuli	False		https://github.com/steineggerlab/Metabuli	GPLv3	Metabuli: specific and sensitive metagenomic classification via joint analysis of DNA and amino acid.	0	[None]	['linux-aarch64', 'osx-arm64']	['doi:10.1038/s41592-024-02273-y', 'biotools:metabuli']	['milot-mirdita', 'jaebeom-kim']	1.2.0	[None, None, None, 'cmake', 'make', 'pkg-config']				['metabuli > /dev/null']						['llvm-openmp', 'libgomp', 'perl', 'gawk', 'zlib', 'bzip2']	['llvm-openmp', 'libgomp', 'perl', 'aria2', 'wget', 'gawk']				LICENSE																[{'sha256': '2cdeff949676852276930b9fb14c564b50fbc3c48b9c2f903531fc3d1bd3f50c', 'url': 'https://github.com/steineggerlab/metabuli/archive/1.2.0.tar.gz'}, {'folder': 'lib/mmseqs', 'sha256': '91ecd98f413665760542798da867fdd49307c0c305fc9226493c38ff3566c2ec', 'url': 'https://github.com/jaebeom-kim/MMseqs2/archive/0.0.0.tar.gz'}, {'folder': 'lib/fasta_validator', 'sha256': 'fff01c6a9f60b27c6f8d3d98b2c6f67ab8bdb5079ebb4d50f3ebc860f1a56636', 'url': 'https://github.com/jaebeom-kim/fasta_validator/archive/0.0.0.tar.gz'}]																												
metacache	False		https://github.com/muellan/metacache	GPL-3.0-or-later	MetaCache is a classification system for mapping genomic sequences (short reads, long reads, contigs, ...) from metagenomic samples to their most likely taxon of origin.	0	[None]	['linux-aarch64']			2.6.0	['make', None]		a0fc024742c7120a21626870ee373c6a65aad1571d2c8d7c019c98790cf3948f	https://github.com/muellan/metacache/archive/refs/tags/v2.6.0.tar.gz	['metacache', 'command -v download-ncbi-genomes', 'command -v download-ncbi-taxmaps', 'command -v download-ncbi-taxonomy', 'command -v metacache-build-refseq', 'command -v metacache-db-info', 'command -v metacache-partition-genomes', 'command -v summarize-results']						['gawk', 'wget', 'zlib']	['gawk', 'wget']				LICENSE		True																																										
